id,id_area,"AREA","SERVEI",id_carta,"CARTA","EXERCICI",ORDRE,"COMPROMISOS","OBJECTIUS_ANUALS","INDICADORS","UNITAT_COMPROMIS",COMPROMIS_ANUAL,RES_1R,RES_2R,RES_3R,RES_4R,RES_UNIC,GRAU_ACOMPLIMENT,PERCENTATGE,"CODI_ENS","NOM_ENS",id_compromis
"526","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","2","2.-Oferir intervenció psicològica especialitzada en violència de gènere","100% de dones que compleixin els criteris d'entrada al servei d'atenció psicològica","Percentatge de dones ateses en situació d'urgència","Percentatge","100.0","100.0","100.0","0.0","0.0","0.0","50.0","50.0","818460009","Ajuntament de Rubí","132"
"527","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","3","3.-Atendre les dones que es troben en situació de violència masclista valorada com ''urgent''","100% de les dones ateses en situació urgent per violència masclista","Percentatge de dones ateses en situació d'urgència","Percentatge","100.0","100.0","100.0","0.0","0.0","0.0","50.0","50.0","818460009","Ajuntament de Rubí","46"
"528","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","4","4.-Oferir informació i assessorament legal sobre divorcis, custòdia d'infants, incompliment de pensions, règim de visites i violència masclista.","100% de les dones que han demanat cita","Percentatge de dones ateses pel servei d'assessorament jurídic","Percentatge","100.0","100.0","0.0","0.0","0.0","0.0","25.0","25.0","818460009","Ajuntament de Rubí","47"
"529","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","5","5.-Organitzar grups d'aprenentatge d'habilitats assertives i de millora de l'autoestima","2 tallers l'any","Nombre de tallers","Tallers","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","48"
"530","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","6","6.-Promoure activitats de sensibilització als barris","4 campanyes de sensibilització a l'any","Nombre de campanyes realitzades","Campanyes","4.0","2.0","2.0","0.0","0.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","49"
"531","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","7","7.-Organitzar activitats de prevenció i formatives en diferents àmbits","500 persones participants","Nombre de persones participants a l'any","Persones","500.0","220.0","130.0","0.0","0.0","0.0","350.0","70.0","818460009","Ajuntament de Rubí","135"
"532","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","8","8.-Coordinacions amb altres serveis i entitats pel desplegament d'accions transversals","10 coordinacions a l'any","Nombre de coordinacions amb diferents serveis i entitats","Coordinacions","10.0","7.0","16.0","0.0","0.0","0.0","23.0","100.0","818460009","Ajuntament de Rubí","117"
"533","5","Igualtat i Ciutadania","U011 - SERVEI D'IGUALTAT","11","IGUALTAT","2025","9","9.-Atendre a totes les persones que es dirigeixin al SAI Rubí","100% de les demandes","Percentatge de persones ateses pel servei sobre el total que l'ha sol·licitat","Percentatge","100.0","100.0","100.0","0.0","0.0","0.0","50.0","50.0","818460009","Ajuntament de Rubí","118"
"65","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","1","1.-Donar resposta ràpida a les peticions d'informació","4 h (presencial)","Temps de resposta","Hores","15.0","15.0","12.0","12.0","24.0","0.0","15.75","100.0","818460009","Ajuntament de Rubí","51"
"66","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","2","1.-Donar resposta ràpida a les peticions d'informació","4 h","Temps de resposta a xarxes socials","Hores","24.0","24.0","24.0","24.0","24.0","0.0","24.0","100.0","818460009","Ajuntament de Rubí","51"
"67","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","3","2.-Tenir informació personalitzada i actualitzada","<=10","Nombre de queixes rebudes","Queixes","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","52"
"69","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","5","3.-Elaborar una oferta d'accions en els cinc eixos del Pla Local de Joventut","4 accions en cadascun dels eixos cada trimestre","Nombre d\'assessories, activitats formatives, i activitats lúdiques per cada eix","Accions","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","54"
"70","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","6","4.-Treballar conjuntament amb altres serveis municipals en l'elaboració d'accions que donin resposta a les mesures del PLJ","2 accions trimestrals per cada eix","Nombre d'accions per eix","Accions","8.0","1.0","1.0","2.0","4.0","0.0","8.0","100.0","818460009","Ajuntament de Rubí","55"
"73","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","7","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d'activitats","Nombre d'activitats per entitats juvenils","Activitats","8.0","3.0","3.0","2.0","3.0","0.0","11.0","100.0","818460009","Ajuntament de Rubí","56"
"71","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","8","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'entitats que participen","Nombre d'entitats i col·lectius participants","Entitats","5.0","6.0","6.0","6.0","6.0","0.0","6.0","100.0","818460009","Ajuntament de Rubí","56"
"72","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","9","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'infraestructures i espais cedits","Nombre d'infraestructures i espais cedits","Espais","5.0","3.0","5.0","3.0","6.0","0.0","17.0","100.0","818460009","Ajuntament de Rubí","56"
"75","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","10","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Mínim 1 acció de formació semestral per la formació dels col·lectius i 1 acció conjunta","Formacions, seguiment i assessorament pels grups de dones joves (col·lectius no formals de nova creació) del SIAD i de Torre Bassas","Formacions","3.0","1.0","1.0","1.0","3.0","0.0","6.0","100.0","818460009","Ajuntament de Rubí","57"
"74","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2022","11","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Dotar totes les grans activitats festives de ciutat (Festa Major, Carnaval...) d\'un Punt d\'atenció a la Dona","Activitats festives de gran format amb presència de punts d\'atenció i assessorament a la dona","Activitats","2.0","1.0","1.0","1.0","1.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","57"
"192","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","1","1.-Donar resposta ràpida a les peticions d'informació","4 h (presencial)","Temps de resposta","Hores","24.0","24.0","24.0","24.0","24.0","0.0","24.0","100.0","818460009","Ajuntament de Rubí","51"
"193","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","2","1.-Donar resposta ràpida a les peticions d'informació","4 h","Temps de resposta a xarxes socials","Hores","24.0","24.0","24.0","24.0","24.0","0.0","24.0","100.0","818460009","Ajuntament de Rubí","51"
"194","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","3","2.-Tenir informació personalitzada i actualitzada","<=10","Nombre de queixes rebudes","Queixes","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","52"
"196","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","5","3.-Elaborar una oferta d'accions en els cinc eixos del Pla Local de Joventut","4 accions en cadascun dels eixos cada trimestre","Nombre d\'assessories, activitats formatives, i activitats lúdiques per cada eix","Accions","16.0","9.0","11.0","9.0","9.0","0.0","38.0","100.0","818460009","Ajuntament de Rubí","54"
"197","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","6","4.-Treballar conjuntament amb altres serveis municipals en l'elaboració d'accions que donin resposta a les mesures del PLJ","2 accions trimestrals per cada eix","Nombre d'accions per eix","Accions","8.0","1.0","1.0","2.0","4.0","0.0","8.0","100.0","818460009","Ajuntament de Rubí","55"
"200","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","7","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d'activitats","Nombre d'activitats per entitats juvenils","Activitats","11.0","6.0","6.0","7.0","6.0","0.0","25.0","100.0","818460009","Ajuntament de Rubí","56"
"198","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","8","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'entitats que participen","Nombre d'entitats i col·lectius participants","Entitats","6.0","6.0","6.0","7.0","6.0","0.0","6.25","100.0","818460009","Ajuntament de Rubí","56"
"199","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","9","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'infraestructures i espais cedits","Nombre d'infraestructures i espais cedits","Espais","17.0","3.0","5.0","3.0","7.0","0.0","18.0","100.0","818460009","Ajuntament de Rubí","56"
"202","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","10","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Mínim 1 acció de formació semestral per la formació dels col·lectius i 1 acció conjunta","Formacions, seguiment i assessorament pels grups de dones joves (col·lectius no formals de nova creació) del SIAD i de Torre Bassas","Formacions","6.0","1.0","1.0","1.0","6.0","0.0","9.0","100.0","818460009","Ajuntament de Rubí","57"
"201","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2023","11","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Dotar totes les grans activitats festives de ciutat (Festa Major, Carnaval...) d\'un Punt d\'atenció a la Dona","Activitats festives de gran format amb presència de punts d\'atenció i assessorament a la dona","Activitats","4.0","1.0","1.0","1.0","1.0","0.0","4.0","100.0","818460009","Ajuntament de Rubí","57"
"325","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","1","1.-Donar resposta ràpida a les peticions d'informació","4 h (presencial)","Temps de resposta","Hores","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","51"
"326","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","2","1.-Donar resposta ràpida a les peticions d'informació","4 h","Temps de resposta a xarxes socials","Hores","4.0","4.0","2.5","2.5","2.5","0.0","11.5","100.0","818460009","Ajuntament de Rubí","51"
"327","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","3","2.-Tenir informació personalitzada i actualitzada","<=10","Nombre de queixes rebudes","Queixes","10.0","0.0","1.0","0.0","0.0","0.0","1.0","100.0","818460009","Ajuntament de Rubí","52"
"329","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","5","3.-Elaborar una oferta d'accions en els cinc eixos del Pla Local de Joventut","4 accions en cadascun dels eixos cada trimestre","Nombre d\'assessories, activitats formatives, i activitats lúdiques per cada eix","Accions","60.0","49.0","56.0","43.0","121.0","0.0","269.0","100.0","818460009","Ajuntament de Rubí","54"
"330","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","6","4.-Treballar conjuntament amb altres serveis municipals en l'elaboració d'accions que donin resposta a les mesures del PLJ","2 accions trimestrals per cada eix","Nombre d'accions per eix","Accions","30.0","7.0","8.0","4.0","12.0","0.0","31.0","100.0","818460009","Ajuntament de Rubí","55"
"333","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","7","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d'activitats","Nombre d'activitats per entitats juvenils","Activitats","11.0","8.0","7.0","2.0","7.0","0.0","24.0","100.0","818460009","Ajuntament de Rubí","56"
"331","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","8","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'entitats que participen","Nombre d'entitats i col·lectius participants","Entitats","6.0","7.0","10.0","9.0","9.0","0.0","8.75","100.0","818460009","Ajuntament de Rubí","56"
"332","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","9","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'infraestructures i espais cedits","Nombre d'infraestructures i espais cedits","Espais","17.0","6.0","7.0","2.0","7.0","0.0","22.0","100.0","818460009","Ajuntament de Rubí","56"
"399","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","10","7.-Millorar la percepció de l'empoderament de les dones adolescents i/o joves","Dotar totes les grans activitats festives de ciutat d'un Punt Lila","Nombre d'activitats festives de gran format amb presència de punts d'atenció i assessorament a la dona","Activitats","0.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","818460009","Ajuntament de Rubí","119"
"400","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","11","7.-Millorar la percepció de l'empoderament de les dones adolescents i/o joves","Mínim 1 acció de formació/semestre per la formació dels col·lectius i 1 acció conjunta","Formacions, seguiment i assessorament pels grups de dones joves (col·lectius no formals de nova creació) del SIAD i de Torre Bassas","Accions","3.0","0.0","4.0","1.0","2.0","0.0","7.0","100.0","818460009","Ajuntament de Rubí","119"
"335","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","12","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Mínim 1 acció de formació semestral per la formació dels col·lectius i 1 acció conjunta","Formacions, seguiment i assessorament pels grups de dones joves (col·lectius no formals de nova creació) del SIAD i de Torre Bassas","Formacions","3.0","0.0","0.0","0.0","1.0","0.0","1.0","33.0","818460009","Ajuntament de Rubí","57"
"334","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2024","13","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Dotar totes les grans activitats festives de ciutat (Festa Major, Carnaval...) d\'un Punt d\'atenció a la Dona","Activitats festives de gran format amb presència de punts d\'atenció i assessorament a la dona","Activitats","4.0","2.0","3.0","4.0","1.0","0.0","10.0","100.0","818460009","Ajuntament de Rubí","57"
"534","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","1","1.-Donar resposta ràpida a les peticions d'informació","4 h","Temps de resposta a xarxes socials","Hores","4.0","3.0","3.5","3.0","0.0","0.0","9.5","100.0","818460009","Ajuntament de Rubí","51"
"535","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","2","2.-Tenir informació personalitzada i actualitzada","<=10","Nombre de queixes rebudes","Queixes","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","52"
"537","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","4","3.-Elaborar una oferta d'accions en els cinc eixos del Pla Local de Joventut","4 accions en cadascun dels eixos cada trimestre","Nombre d\'assessories, activitats formatives, i activitats lúdiques per cada eix","Accions","60.0","161.0","274.0","106.0","0.0","0.0","541.0","100.0","818460009","Ajuntament de Rubí","54"
"538","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","5","4.-Treballar conjuntament amb altres serveis municipals en l'elaboració d'accions que donin resposta a les mesures del PLJ","2 accions trimestrals per cada eix","Nombre d'accions per eix","Accions","30.0","20.0","20.0","13.0","0.0","0.0","53.0","100.0","818460009","Ajuntament de Rubí","55"
"539","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","6","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d'activitats","Nombre d'activitats per entitats juvenils","Activitats","11.0","8.0","11.0","6.0","0.0","0.0","25.0","100.0","818460009","Ajuntament de Rubí","56"
"540","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","7","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'entitats que participen","Nombre d'entitats i col·lectius participants","Entitats","6.0","7.0","7.0","7.0","0.0","0.0","5.25","0.0","818460009","Ajuntament de Rubí","56"
"541","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","8","5.-Donar suport tècnic i acompanyament a les associacions i col·lectius juvenils no formals i fer-los visibles dins les dinàmiques socials del municipi","Augmentar el nombre d\'infraestructures i espais cedits","Nombre d'infraestructures i espais cedits","Espais","17.0","4.0","12.0","6.0","0.0","0.0","22.0","100.0","818460009","Ajuntament de Rubí","56"
"542","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","9","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Mínim 1 acció de formació semestral per la formació dels col·lectius i 1 acció conjunta","Formacions, seguiment i assessorament pels grups de dones joves (col·lectius no formals de nova creació) del SIAD i de Torre Bassas","Formacions","3.0","9.0","2.0","3.0","0.0","0.0","14.0","100.0","818460009","Ajuntament de Rubí","57"
"543","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","10","7.-Millorar la percepció de l'empoderament de les dones adolescents i/o joves","Mínim 1 acció de formació/semestre per la formació dels col·lectius i 1 acció conjunta","Formacions, seguiment i assessorament pels grups de dones joves (col·lectius no formals de nova creació) del SIAD i de Torre Bassas","Accions","3.0","1.0","2.0","0.0","0.0","0.0","3.0","100.0","818460009","Ajuntament de Rubí","119"
"544","5","Igualtat i Ciutadania","U092 - SERVEI DE JOVENTUT","12","JOVENTUT","2025","11","8.-Millorar l'empoderament i trencar estereotips que envolten a les persones del col·lectiu LGTBI a través d'accions","Dotar totes les grans activitats festives de ciutat (Festa Major, Carnaval...) d\'un Punt d\'atenció a la Dona","Activitats festives de gran format amb presència de punts d\'atenció i assessorament a la dona","Activitats","4.0","0.0","2.0","1.0","0.0","0.0","3.0","0.0","818460009","Ajuntament de Rubí","57"
"613","9","Gerència","U110 - MUSEU MUNICIPAL CASTELL (MMUC)","27","MEMÒRIA DEMOCRÀTICA","2025","1","1.- Informar sobre la programació de les activitats expositives, culturals i educatives","Més de cinc al trimestre","Nombre d'activitats","Activitats","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","141"
"610","9","Gerència","U110 - MUSEU MUNICIPAL CASTELL (MMUC)","27","MEMÒRIA DEMOCRÀTICA","2025","2","2.- Respondre a les sol·licituds d'informació en un termini màxim de 15 dies hàbils","90% de respostes en menys de 15 dies","% respostes en menys de 15 dies","Respostes","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","142"
"611","9","Gerència","U110 - MUSEU MUNICIPAL CASTELL (MMUC)","27","MEMÒRIA DEMOCRÀTICA","2025","3","3.- Cooperar amb institucions de defensa i estudi de la memòria democràtica","Dues cooperacions anuals","Nombre de cooperacions","Cooperacions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","143"
"612","9","Gerència","U110 - MUSEU MUNICIPAL CASTELL (MMUC)","27","MEMÒRIA DEMOCRÀTICA","2025","4","4.- Incrementar l'educació en memòria democràtica","Una exposició l'any","Exposicions a l'any","No informat","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","144"
"607","9","Gerència","U110 - MUSEU MUNICIPAL CASTELL (MMUC)","27","MEMÒRIA DEMOCRÀTICA","2026","1","1.- Informar sobre la programació de les activitats expositives, culturals i educatives","Més de cinc al trimestre","Nombre d'activitats","Activitats","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","141"
"82","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2022","1","1.-Donar resposta ràpida a les peticions d'assessorament","Temps mig de resposta d'1 setmana","Temps de resposta","No informat","7.0","0.0","0.0","0.0","4.0","4.0","1.0","100.0","818460009","Ajuntament de Rubí","64"
"83","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2022","2","2.-Mantenir les instal·lacions en bon estat","Manteniment total","Convenis d'adequació de les instal·lacions","Actuacions","8.0","0.0","0.0","0.0","8.0","8.0","8.0","100.0","818460009","Ajuntament de Rubí","65"
"84","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2022","3","3.-Mantenir els horaris i calendaris escaients a l'usuari/a","Acompliment del 100% del calendari","Aportacions i control de l\'Associació d\'Adjudicataris","Sí/No","100.0","0.0","0.0","0.0","100.0","100.0","100.0","100.0","818460009","Ajuntament de Rubí","66"
"85","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2022","4","4.-Assegurar un nivell elevat de satisfacció dels usuaris/àries","Menys de 5 AQS","Queixes rebudes","Queixes","5.0","0.0","0.0","0.0","2.0","2.0","2.0","100.0","818460009","Ajuntament de Rubí","67"
"209","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2023","1","1.-Donar resposta ràpida a les peticions d'assessorament","Temps mig de resposta d'1 setmana","Temps de resposta","No informat","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","64"
"210","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2023","2","2.-Mantenir les instal·lacions en bon estat","Manteniment total","Convenis d'adequació de les instal·lacions","Actuacions","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","65"
"211","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2023","3","3.-Mantenir els horaris i calendaris escaients a l'usuari/a","Acompliment del 100% del calendari","Aportacions i control de l\'Associació d\'Adjudicataris","Sí/No","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","66"
"212","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2023","4","4.-Assegurar un nivell elevat de satisfacció dels usuaris/àries","Menys de 5 AQS","Queixes rebudes","Queixes","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","67"
"342","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2024","1","1.-Donar resposta ràpida a les peticions d'assessorament","Temps mig de resposta d'1 setmana","Temps de resposta","No informat","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","64"
"343","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2024","2","2.-Mantenir les instal·lacions en bon estat","Manteniment total","Convenis d'adequació de les instal·lacions","Actuacions","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","65"
"344","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2024","3","3.-Mantenir els horaris i calendaris escaients a l'usuari/a","Acompliment del 100% del calendari","Aportacions i control de l\'Associació d\'Adjudicataris","Sí/No","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","66"
"345","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2024","4","4.-Assegurar un nivell elevat de satisfacció dels usuaris/àries","Menys de 5 AQS","Queixes rebudes","Queixes","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","67"
"551","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2025","1","1.-Donar resposta ràpida a les peticions d'assessorament","Temps mig de resposta d'1 setmana","Temps de resposta","No informat","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","64"
"552","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2025","2","2.-Mantenir les instal·lacions en bon estat","Manteniment total","Convenis d'adequació de les instal·lacions","Actuacions","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","65"
"553","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2025","3","3.-Mantenir els horaris i calendaris escaients a l'usuari/a","Acompliment del 100% del calendari","Aportacions i control de l\'Associació d\'Adjudicataris","Sí/No","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","66"
"554","4","Indústria, Comerç i Ocupació","U016 - SERVEI DE COMERÇ","15","MERCAT MUNICIPAL I MERCAT AMBULANT NO SEDENTARI","2025","4","4.-Assegurar un nivell elevat de satisfacció dels usuaris/àries","Menys de 5 AQS","Queixes rebudes","Queixes","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","818460009","Ajuntament de Rubí","67"
"86","8","Serveis Centrals","U019 - SERVEI D'ATENCIÓ A LA CIUTADANIA","16","OFICINA D\'ATENCIÓ A LA CIUTADANIA (OAC)","2022","1","1.-Garantir el tracte amable de tot el personal de l'OAC.","Obtenir un grau de satisfacció de l\'atenció superior a 7 (7/10)","Grau de satisfacció (0 a 10)","(0 a 10)","7.0","6.96","6.96","6.96","0.0","0.0","5.22","100.0","818460009","Ajuntament de Rubí","68"
